user_id,remaining_calories,remaining_carbo,remaining_protein,remaining_fat,remaining_cholesterol
140,-85,-11.034,-6.125,-1.487,-82
141,2371,61.483,474.336,27.502,-56
142,798,121.731,40.6,18.07,271
143,1296,189.555,71.076,28.758,58
144,487,84.249,17.788,10.026,178
145,732,106.711,33.036,17.006,104
146,1138,171.86,62.679,27.098,282
148,240,48.087,2.591,2.795,-17
149,1883,325.91,67.119,36.41,234
154,1578,214.646,48.973,36.413,153
157,519,70.772,27.428,10.025,-49
158,459,61.175,20.315,8.714,75
161,987,145.15,48.4,21.656,8
162,2735,279.328,159.388,88.515,-80
163,495,71.375,23.651,11.498,-13
164,-343,-54.403,-17.545,-6.194,111
166,893,134.378,46.957,21.087,138
167,2113,252.257,123.211,58.344,63
168,189,24.554,5.03,8.869,134
169,913,139.161,32.242,24.319,-95
170,411,58.442,21.681,9.14,82
171,-249,-39.237,-14.638,-5.436,0
172,1134,175.969,58.685,24.932,-21
173,861,129.147,41.967,19.245,278
174,720,119.07,42.533,14.256,274
175,51,5.315,-1.277,0.131,94
176,2335,59.618,464.9,25.536,8
177,-387,-56.58,-20.045,-7.935,-93
178,772,119.867,36.276,17.876,239
180,-82,-5.401,-2.058,-4.874,192
182,-79,-8.305,-4.447,-2.617,207
183,106,7.096,22.217,1.303,62
184,-359,-5.003,-72.325,-5.245,-45
185,679,104.588,33.884,15.696,280
186,1046,156.143,52.372,22.999,55
189,1130,220.706,29.954,14.06,163
190,1991,295.976,103.917,43.981,156
191,1888,275.154,93.212,41.943,-97
192,1439,219.045,71.344,32.64,142
196,-244,-28.59,-10.669,-4.757,286
197,-220,-35.605,-13.039,-3.413,59
199,1376,198.814,68.674,31.298,278
200,773,127.194,39.114,16.107,272
201,1483,294.876,36.383,16.031,-8
202,377,55.971,16.778,8.976,-86
203,515,76.147,22.566,10.621,123
204,1346,153.527,69.635,32.362,109
206,1571,238.828,77.2,35.498,-52
207,914,136.864,44.705,19.668,-97
208,-131,-29.775,-6.575,-2.679,149
209,1118,126.914,28.825,33.537,67
210,1667,285.403,120.951,55.663,3
211,1385,206.063,64.985,30.48,-4
213,1778,259.96,91.07,40.111,96
215,1395,166.33,75.817,32.754,75
216,3134,472.288,156.456,68.243,143
217,488,20.397,97.348,4.856,144
218,-31,-3.006,-2.573,-0.171,162
219,1715,178.13,108.502,37.645,-26
220,120,8.981,3.29,2.27,179
223,567,89.443,29.978,13.286,220
224,307,49.514,14.594,7.883,152
225,-213,-34.914,-11.069,-7.511,81
227,603,96.06,29.933,14.578,214
229,2332,350.718,115.169,50.356,-2
230,460,73.767,24.409,11.485,63
231,-323,-52.016,-17.868,-7.611,235
234,1629,35.765,44.518,145.744,126
235,-33,-6.92,1.41,0.813,102
237,443,62.468,21.403,12.044,180
238,693,8.619,19.177,63.225,150
239,-38,0.521,-2.477,0.752,-39
240,1020,158.396,52.694,22.978,82
241,994,146.495,56.772,26.466,102
242,3314,496.965,164.733,73.007,83
244,533,80.209,30.103,13.262,-91
245,2279,344.219,117.855,49.608,-62
248,-92,-10.643,-2.142,-3.406,-17
250,851,123.428,42.272,18.175,0
251,-234,-38.795,-12.286,-4.803,80
252,883,129.728,63.28,28.397,45
253,1055,166.766,56.27,23.916,159
254,2532,388.652,126.861,56.119,259
255,415,66.637,23.997,6.563,227
257,-460,-10.193,-96.122,-5.595,58
258,1777,48.963,357.536,20.786,86
259,5,2.576,0.312,-1.104,129
260,-347,-7.952,-68.826,-3.493,68
261,500,71.708,22.447,10.747,97
264,-31,3.64,-1.404,-1.284,218
265,1883,288.186,91.66,41.998,245
267,-285,-44.808,-13.115,-7.698,164
271,721,114.559,36.13,15.465,155
272,1505,223.593,74.852,33.37,265
275,1114,160.069,54.275,25.575,241
276,-44,-1.448,-0.655,-0.427,295
277,607,88.779,15.17,19.145,80
278,2504,376.642,127.981,56.709,-34
279,1264,248.429,33.704,13.67,165
281,403,59.611,21.102,8.727,30
283,225,41.114,14.348,6.379,10
285,1571,320.26,38.005,18.936,199
286,1706,258.016,83.946,36.73,-86
287,2531,379.686,131.694,55.811,-98
288,1258,187.591,65.147,28.857,98
289,595,14.308,14.674,53.054,80
290,799,129.991,19.722,22.416,198
291,1366,205.887,71.142,30.953,241
292,785,112.486,40.057,17.16,85
293,1052,33.67,29.269,93.415,285
294,2008,49.321,48.945,180.601,298
295,1612,237.535,80.649,34.983,174
296,910,142.04,48.536,20.425,261
297,1314,199.553,64.894,29.067,-63
299,1625,246.511,78.861,36.517,-76
303,146,2.621,28.603,0.238,175
305,605,86.575,26.193,14.132,145
306,847,124.79,42.363,18.961,-9
308,621,87.175,33.935,14.665,0
309,165,25.817,3.819,7.016,44
310,-218,-42.321,-10.288,-4.967,-59
311,1120,173.135,58.712,25.471,116
312,415,79.039,11.103,3.901,85
314,1564,232.902,75.526,35.108,284
316,-71,-8.573,-2.992,-2.449,204
318,2027,286.151,101.828,47.22,260
320,602,90.496,31.686,12.538,200
321,444,65.47,22.802,8.932,262
322,657,105.429,33.853,14.428,167
324,1050,146.92,51.834,24.887,165
325,-173,-19.487,-6.478,-4.863,40
327,1065,155.618,53.17,23.982,237
328,1918,284.389,101.246,42.377,130
329,681,99.826,34.413,12.869,32
330,501,79.597,24.886,12.541,295
332,-29,-5.793,-2.958,-0.865,13
334,-370,-51.485,-16.912,-8.573,163
335,2233,386.201,112.457,69.31,283
336,846,94.804,32.445,17.97,112
337,227,37.513,13.127,5.425,286
338,1433,212.973,74.359,32.95,2
340,1594,240.722,80.814,33.793,151
341,497,70.559,24.964,11.357,213
342,189,17.435,8.333,5.061,222
343,213,30.11,10.037,3.898,86
344,1707,246.167,82.982,39.358,168
345,201,31.701,9.726,4.34,38
346,2170,328.184,109.164,47.976,267
347,1068,164.028,52.341,23.843,-1
350,1285,148.292,77.065,33.195,148
351,1014,154.517,53.151,21.789,111
352,1121,165.319,57.433,24.424,245
354,323,16.385,68.649,3.635,247
355,1328,191.723,64.875,29.186,-38
356,1758,239.753,82.714,30.615,275
357,-48,-8.473,-3.422,-1.782,82
358,1624,240.12,80.58,35.322,-66
359,-321,-44.577,-10.123,-8.83,183
360,1614,234.714,80.234,37.609,35
361,876,137.309,41.916,18.964,68
362,915,132.737,32.725,15.503,221
363,373,56.013,19.568,10.047,91
366,1760,271.578,89.081,40.337,118
369,1339,199.441,66.302,29.639,-89
371,130,22.601,5.566,2.58,-78
372,2738,422.232,135.466,60.112,254
373,871,124.264,44.126,19.483,-63
374,852,91.062,21.297,13.492,148
375,903,135.606,46.205,20.844,86
376,1389,212.255,69.625,31.292,-55
377,-47,-10.39,5.03,-0.405,148
378,475,91.269,24.197,16.084,266
379,114,4.661,22.969,1.301,135
380,850,121.463,36.96,18.761,291
382,2087,329.244,131.995,63.425,250
383,1878,272.632,94.497,41.891,226
384,1506,163.169,74.236,43.851,-26
385,403,62.371,21.398,7.803,95
386,2504,375.402,123.827,56.459,181
388,1432,210.377,40.749,41.132,-95
389,1119,29.015,27.093,99.788,-30
390,1323,194.736,70.173,28.274,253
391,-380,-52.41,-15.046,-5.42,269
396,1513,228.278,75.265,33.108,-11
398,1224,188.048,59.855,27.453,36
399,1497,223.502,71.049,34.349,299
400,1147,171.359,56.82,26.027,-79
402,-49,-5.66,-2.008,-2.334,29
403,1348,166.544,78.563,35.488,70
404,1403,27.825,280.473,15.473,234
408,258,41.986,13.774,5.692,299
409,247,31.783,15.51,6.746,247
410,357,73.382,7.062,3.239,-72
412,174,23.164,13.241,4.989,55
413,1008,202.967,28.38,10.564,95
414,-96,-4.001,-2.138,-7.922,104
415,2375,330.538,166.871,70.096,-40
416,1364,236.772,75.748,22.126,223
417,213,43.922,15.268,4.015,233
420,-328,-41.67,-16.63,-7.745,-58
422,1723,255.9,84.306,37.619,200
423,1569,245.904,72.926,47.924,252
426,1532,179.794,47.441,33.911,39
427,1063,120.817,29.114,22.693,-80
428,996,146.701,52.505,21.045,-35
431,1515,220.835,83.337,20.31,262
432,-367,-47.825,-20.727,-10.292,-77
434,219,38.28,7.559,5.876,292
438,1990,288.167,136.004,59.695,-84
440,1445,217.343,73.002,34.141,0
441,24,8.849,2.539,-0.548,200
442,654,105.619,27.018,16.317,-43
443,924,144.677,42.033,17.122,169
446,2196,323.851,109.138,48.268,260
447,109,18.359,5.748,2.342,255
449,1559,200.032,72.123,18.35,-49
450,-285,-39.379,-11.18,-2.745,126
451,-461,-65.886,-19.856,-9.906,-52
452,1436,214.757,75.128,48.357,89
453,473,8.969,90.065,4.842,29
454,-444,-55.886,-21.614,-9.246,141
455,932,144.537,48.129,20.955,73
456,1705,343.755,41.306,19.864,-76
457,174,30.051,13.816,4.912,29
458,257,31.914,12.713,6.522,197
459,404,48.625,25.998,4.84,281
461,1644,247.525,81.566,35.232,101
464,246,25.164,12.563,1.811,95
465,-183,-25.115,-7.073,-6.765,68
466,-420,-54.877,-20.337,-7.813,58
467,897,136.993,50.404,18.034,126
469,524,81.407,23.687,13.135,194
473,-119,-21.055,-6.115,-1.698,157
474,2116,57.29,420.93,25.619,201
475,897,99.342,61.841,28.468,-6
476,1470,189.54,84.732,16.306,135
477,1991,296.921,99.844,43.387,-31
478,1315,152.412,75.135,20.466,213
480,-497,-91.434,-17.298,-12.703,147
481,1400,211.729,68.939,30.952,288
482,1231,156.843,76.593,27.762,196
483,1916,286.966,94.783,42.359,114
484,1882,281.652,94.981,41.668,131
485,818,130.58,40.927,17.96,-43
486,963,140.932,45.517,21.561,43
487,1341,201.353,68.835,28.443,116
488,41,8.426,-0.628,-0.267,208
490,882,129.042,45.094,20.767,33
491,754,116.668,38.495,16.603,182
492,-157,-28.284,-8.521,-5.993,162
493,1278,187.896,63.747,26.848,293
494,693,77.767,45.045,22.003,140
495,843,120.49,43.915,18.414,22
500,1138,177.515,57.283,23.588,-52
502,-196,-29.732,-9.666,-4.986,35
506,952,140.146,49.452,20.489,-54
508,334,52.465,17.573,5.86,15
510,966,127.27,65.492,29.857,125
511,2002,310.85,96.233,44.212,233
513,-428,-62.37,-16.074,-5.996,14
514,-410,-61.478,-11.772,-5.031,79
518,1104,221.707,26.526,13.264,268
519,1780,265.322,89.592,38.407,256
520,1290,195.879,63.467,29.629,252
521,97,18.588,3.084,0.593,14
522,-380,-53.668,-18.119,-9.756,118
524,222,24.455,9.646,3.225,-42
525,734,27.501,147.636,6.923,49
526,1006,149.355,54.205,22.197,8
527,50,3.443,0.647,0.477,37
528,-364,-56.893,-21.389,-8.445,44
531,106,20.677,5.785,2.704,-83
533,734,109.686,34.342,15.72,40
537,2940,442.25,146.629,65.102,76
538,210,37.546,11.263,5.484,147
539,1001,152.273,51.733,21.842,-63
540,-386,-39.628,-15.695,-7.301,-94
542,567,11.2,17.76,50.006,0
543,-303,-56.026,-4.986,-2.132,205
545,-165,-24.415,-6.96,-1.836,8
546,1294,198.013,63.909,29.84,-49
548,1437,288.742,38.2,14.607,144
550,783,111.363,37.002,19.014,271
551,189,36.693,8.768,3.84,167
552,1559,34.774,36.811,138.064,-71
553,343,33.064,27.002,8.864,295
555,1114,168.68,57.254,24.222,16
558,-278,-50.134,-6.293,-2.654,55
559,2066,311.652,101.428,45.291,25
562,-157,-27.904,-5.643,-4.218,234
563,1774,264.257,88.61,40.848,75
564,1182,183.396,60.148,25.469,275
565,-2,7.248,-0.769,-0.694,208
566,981,27.121,194.846,11.141,6
567,2221,338.81,110.721,50.038,157
568,1202,180.202,61.433,26.847,210
569,952,33.317,21.389,83.901,198
572,368,65.692,18.589,9.103,180
573,347,54.635,19.221,6.675,190
574,1753,266.604,89.382,39.314,0
577,1715,256.432,85.063,37.602,100
580,1341,203.464,65.083,29.455,165
581,876,15.65,172.258,9.626,-84
582,1324,203.859,63.022,27.879,-68
583,1719,251.69,88.977,38.824,174
584,-243,-33.799,-20.995,-3.186,101
585,1484,232.999,73.643,32.232,51
586,-366,-52.845,-21.1,-7.438,219
587,658,100.536,35.184,14.984,236
589,2169,269.969,158.799,69.173,213
591,1109,161.232,53.118,23.507,254
592,-395,-45.946,-19.53,-7.862,-11
593,-363,-53.407,-18.302,-6.571,33
594,76,5.422,-0.666,1.951,69
596,305,49.138,16.122,6.592,179
599,1019,111.54,63.536,22.031,239
600,733,105.853,34.506,13.325,217
602,1712,206.638,128.251,52.508,34
604,1941,294.732,95.947,42.129,221
605,350,43.032,15.952,7.437,-5
606,2169,343.167,110.995,51.581,131
608,2124,261.477,139.013,41.212,273
609,-172,-18.999,-12.159,-2.187,294
610,-262,-36.738,-14.547,-5.27,-83
611,2219,339.08,110.679,48.314,134
612,467,67.703,22.079,11.993,286
613,884,128.197,42.678,19.783,283
614,1801,360.594,45.861,18.303,221
615,1662,45.519,39.105,148.061,297
616,2003,343.677,77.066,51.122,210
618,993,193.218,25.716,12.75,262
620,1064,159.345,53.548,23.538,162
622,96,12.211,0.735,3.119,-11
623,375,64.152,20.689,10.376,259
625,446,69.263,22.552,9.193,19
627,-109,-16.719,-3.968,-4.144,6
628,-404,-65.938,-20.947,-6.131,236
630,1920,269.478,99.529,61.838,269
631,526,82.723,28.505,12.416,246
632,1107,178.355,45.454,22.564,78
633,2259,335.452,112.391,48.797,142
634,1562,228.692,78.534,33.207,35
638,842,24.664,170.633,10.021,49
641,1334,201.407,70.876,31.048,51
647,1684,182.579,126.131,54.763,198
649,1254,204.817,37.695,27.67,98
650,-171,-26.592,-3.427,-5.212,-80
651,700,113.963,35.896,14.956,-17
652,2167,328.784,76.782,51.734,285
653,-405,-63.118,-15.221,-4.735,221
655,414,63.621,14.668,5.949,2
656,977,157.547,44.894,11.613,-50
657,576,74.991,35.076,12.962,261
658,2982,492.917,221.164,66.113,203
659,2093,315.532,104.156,45.665,290
660,-94,-12.659,-5.756,-1.818,-92
661,921,130.702,45.368,19.103,180
662,74,12.747,0.398,1.576,77
663,-30,-14.848,-3.133,-0.743,175
664,2876,427.382,145.071,64.11,-12
665,297,37.867,15.715,6.721,118
667,1206,181.799,62.21,25.777,262
669,880,116.023,42.338,28.564,58
670,-467,-8.756,-11.903,-41.516,257
672,1948,326.847,78.741,58.757,200
677,1079,153.645,54.07,25.464,28
678,955,144.479,47.43,20.417,81
679,2671,355.848,173.494,71.891,18
680,2178,354.281,124.135,59.883,56
681,650,100.783,33.52,13.657,-70
682,1002,145.16,48.282,21.71,3
683,2163,329.774,106.655,46.474,184
684,728,22.868,145.572,6.772,173
686,-340,-49.993,-6.329,-7.905,153
688,1667,248.969,85.89,37.068,-97
689,2314,352.765,116.069,50.89,99
691,464,80.783,22.693,10.063,-53
692,-123,-18.221,-6.503,-2.798,295
693,980,151.205,48.817,22.243,-83
694,2062,304.483,100.854,44.449,81
695,1248,156.356,31.994,39.131,246
696,344,51.756,12.064,7.759,-30
697,708,105.958,33.843,14.327,-3
699,-242,-33.54,-12.832,-5.62,165
700,824,87.224,51.133,27.122,137
701,1630,239.504,82.803,36.847,154
704,1615,245.873,81.423,35.807,185
705,1808,271.544,91.57,39.19,66
706,144,17.14,7.297,3.626,-96
708,847,121.405,42.895,18.29,67
711,1459,209.959,68.897,33.854,111
712,1608,241.789,81.348,36.074,155
713,366,52.943,18.061,6.859,214
714,725,106.428,35.505,16.764,21
716,1393,200.033,65.459,30.653,176
718,2134,322.462,108.396,47.396,118
720,782,116.397,38.375,15.871,228
721,527,53.758,39.407,11.125,217
722,664,99.499,35.083,14.05,245
723,951,87.414,37.048,13.088,291
724,303,38.654,6.53,3.13,125
725,125,15.042,7.403,1.859,185
728,-77,-14.126,-0.227,-1.019,208
732,2287,55.395,456.082,23.749,0
733,463,65.443,27.99,16.122,271
734,2046,415.98,50.064,22.333,227
736,910,126.696,43.567,20.972,31
737,43,12.426,1.536,-0.827,134
738,691,100.513,35.167,16.29,133
739,315,0.614,8.791,27.707,-3
740,1460,141.109,56.104,26.571,48
741,-162,-2.6,-6.886,-14.187,33
744,344,47.836,13.482,8.733,-95
745,1003,141.613,51.924,21.436,236
748,893,135.207,44.072,20.696,147
749,264,41.195,15.131,5.92,258
750,509,71.775,26.038,11.036,221
751,1306,200.484,65.089,29.344,172
752,349,8.052,9.075,30.868,201
754,418,60.892,18.725,9.705,190
755,657,108.44,32.284,14.524,39
756,693,139.984,15.343,9.112,171
759,911,120.879,64.21,24.366,-54
760,821,111.601,42.79,17.955,126
761,-129,-23.412,-5.336,-2.709,107
764,1990,292.592,100.513,44.062,-98
765,322,50.209,16.248,6.409,107
766,-102,-23.679,-2.77,-3.097,138
767,-400,-59.41,-19.854,-10.258,205
768,-18,-0.874,-0.167,1.396,15
769,836,125.485,40.564,17.403,83
770,875,132.875,46.277,19.138,45
771,2,10.419,-0.409,0.687,31
772,-429,-71.061,-26.639,-9.399,297
773,445,69.621,21.375,9.09,144
774,1308,197.815,63.945,29.184,167
775,683,106.956,33.789,16.838,-60
776,588,60.731,19.56,6.515,50
777,-342,-51.855,-15.578,-9.027,283
778,2186,331.121,109.094,48.856,-10
779,583,86.514,24.076,13.825,25
781,-472,-65.589,-29.293,-14.953,102
783,-407,-56.876,-21.59,-7.794,97
784,184,35.209,11.388,4.524,80
786,227,40.484,4.289,2.018,177
789,-320,-55.414,-15.975,-6.107,234
791,1853,284.365,114.965,62.185,267
792,-231,-11.211,-50.812,-2.493,170
796,353,46.866,14.686,5.631,3
797,-228,-39.687,-13.164,-5.45,100
798,577,89.626,28.894,12.161,193
800,1164,156.995,82.856,18.777,71
802,474,56.655,17.541,11.522,-9
803,-327,-8.944,-9.77,-29.512,30
805,1264,137.47,42.574,29.228,161
806,-433,-61.745,-23.382,-11.187,185
807,823,120.092,40.288,17.963,11
809,-477,-60.789,-25.59,-9.785,90
810,1040,157.307,50.442,23.479,155
811,749,110.412,41.698,15.262,91
812,-438,-67.556,-21.436,-10.411,38
813,362,51.929,17.461,8.331,138
815,1448,211.071,72.743,32.477,82
816,1748,256.869,86.34,39.311,-90
817,1058,170.955,51.475,22.754,-9
818,309,55.338,8.848,6.631,-88
819,10,0.22,-0.497,-1.561,-82
820,-371,-41.876,-16.087,-6.343,-89
821,-344,-52.438,-18.648,-8.702,288
822,-168,-26.791,-7.341,-2.488,-60
823,823,123.548,40.823,18.863,233
826,1656,199.653,66.098,37.362,-11
829,-137,-14.902,-8.433,-1.535,259
830,-190,-29.097,-13.462,-3.504,287
831,2850,428.789,140.807,62.374,-52
833,1166,133.263,73.672,33.082,-64
836,746,110.431,36.113,17.683,7
837,1213,174.37,58.358,27.525,47
838,773,86.421,43.65,19.356,-10
839,-207,-23.43,-16.807,-1.685,105
840,-133,-26.709,-4.606,-3.264,-39
841,1082,164.436,55.534,24.38,259
842,884,16.328,20.48,78.348,297
843,-330,-2.431,-6.463,-29.331,30
844,2029,304.058,101.027,46.681,-94
845,1568,237.58,78.719,33.792,155
846,1317,189.841,64.816,28.584,252
847,554,84.284,29.238,12.148,72
848,-29,-8.504,-4.566,0.476,7
851,2449,62.183,487.051,26.159,151
855,1545,181.388,53.095,26.888,114
856,444,62.373,21.124,11.393,29
857,222,36.629,11.031,4.899,-4
859,1526,36.287,37.665,136.382,93
860,900,144.266,41.98,18.52,-1
864,225,27.802,20.489,4.296,216
866,798,130.819,25.072,19.61,151
869,-220,-32.973,-13.356,-5.457,-79
870,1555,306.917,39.372,18.724,56
871,281,46.407,12.372,8.355,255
872,1196,187.161,62.254,25.872,217
874,56,9.221,2.468,1.702,65
875,2126,310.634,108.035,46.645,56
877,468,73.388,25.032,10.361,-65
879,806,79.269,50.566,18.827,-29
883,1994,295.107,99.79,44.032,77
884,1258,192.775,60.563,28.225,67
885,2207,343.065,80.149,39.955,6
886,2521,380.303,128.541,57.446,188
887,-465,-68.474,-21.489,-11.274,268
888,168,23.173,8.954,4.91,237
890,1143,165.287,57.081,25.871,177
892,1512,227.315,76.702,34.352,97
893,194,41.807,6.378,2.132,168
894,693,146.093,20.985,6.213,-31
895,-230,-35.949,-13.825,-4.444,164
896,911,132.823,44.505,19.759,75
899,-161,-11.494,-8.631,-2.715,208
900,1733,252.148,84.295,38.1,91
901,1395,212.424,69.399,30.384,222
902,1697,294.126,87.081,32.666,173
903,380,0.757,76.495,3.294,88
904,1082,165.343,53.238,24.916,69
905,-401,-54.89,-30.89,-5.238,225
906,3091,620.019,75.917,33.682,118
907,893,133.001,41.236,18.584,195
908,1296,173.291,75.318,23.201,119
909,-59,-7.02,-2.127,-1.285,-81
910,-366,-1.453,-72.23,-3.917,92
911,73,10.038,3.92,2.164,176
912,2004,298.327,95.138,45.738,36
913,581,91.017,29.462,13.592,213
914,1544,228.721,77.316,35.302,265
915,47,3.777,4.004,1.817,278
916,-442,-14.337,-88.893,-6.019,-15
918,604,91.766,30.685,13.546,55
919,-340,-42.258,-19.381,-11.334,222
920,-259,-7.03,-51.61,-4.086,135
921,2319,312.635,130.493,50.395,29
922,1732,245.451,89.732,37.879,252
923,647,92.719,31.209,13.507,60
925,1739,257.585,86.588,38.977,-80
926,1988,301.861,101.005,44.802,262
927,2014,300.738,106.464,43.917,8
928,677,108.924,34.006,16.363,146
929,1013,171.511,41.85,23.2,132
930,1077,161.172,53.917,23.416,-71
931,1918,284.951,92.139,42.457,77
932,-496,-70.355,-21.704,-10.51,106
933,-440,-63.629,-15.321,-12.485,298
934,-165,-27.352,-8.98,-3.679,130
935,-498,-75.524,-25.028,-12.947,299
936,1521,227.788,77.551,33.035,164
937,1602,43.443,319.588,17.784,231
938,1976,250.573,143.521,41.352,-31
939,1343,235.691,91.434,20.943,174
941,851,124.812,42.305,19.409,-62
942,1441,216.735,71.61,32.608,51
943,2072,306.168,105.343,47.119,111
945,-278,-43.016,-14.891,-5.746,256
946,2668,409.209,197.377,83.25,120
947,1469,216.636,75.659,31.84,90
948,2488,377.018,127.409,55.434,-76
949,1077,132.183,28.32,24.92,191
950,904,131.167,42.266,18.661,241
951,1491,225.31,73.326,32.578,-18
952,919,118.152,65.727,10.04,158
953,516,78.392,28.374,11.678,54
954,932,140.151,50.802,19.19,72
955,674,96.872,40.213,9.729,87
956,1232,139.514,87.474,21.153,140
958,1618,241.12,81.363,35.761,189
959,876,124.326,27.142,28.282,273
960,745,94.769,27.389,23.26,249
962,1820,266.246,128.405,45.509,119
963,-83,-7.835,-2.352,-8.251,94
964,-381,-57.293,-17.828,-8.532,283
965,422,58.14,27.724,14.368,264
966,112,10.519,3.73,2.964,-15
968,1341,166.299,68.884,26.765,-95
969,75,6.607,4.133,2.231,168
970,935,143.097,60.732,24.627,92
972,1110,169.764,55.969,23.923,133
973,-463,-70.724,-22.219,-10.501,-88
974,496,86.153,10.676,6.409,-80
977,2333,332.742,151.717,28.811,291
978,-445,-53.451,-17.592,-12.923,189
979,1399,216.063,68.449,31.085,29
980,715,101.925,35.748,16.507,161
982,2591,390.75,129.882,57.147,80
983,531,84.233,15.52,15.283,-51
984,1061,156.338,54.761,23.27,69
986,1845,272.276,92.322,38.63,292
987,568,78.488,25.866,15.217,260
988,909,112.113,46.487,19.624,106
989,1219,181.754,59.252,27.03,-19
990,1049,158.835,46.303,18.983,185
991,1635,194.844,109.227,33.31,41
992,1469,169.061,44.07,43.822,118
995,715,105.795,43.49,12.014,-37
996,1721,259.54,84.949,37.798,-99
997,1681,245.469,113.737,52.197,212
999,-110,-7.953,-2.361,-1.627,43
1000,1260,187.939,59.843,29.364,99
1001,1405,212.456,69.933,32.058,270
1002,1296,264.58,35.262,15.487,-51
1003,1529,234.209,77.727,33.173,199
1004,-136,-14.538,-9.911,-3.096,31
1006,2016,294.17,102.425,43.62,169
1008,72,9.951,4.339,2.171,211
1010,1121,182.852,56.578,23.412,129
1011,-251,-22.752,-13.067,-6.028,183
